intern_id,attendance_pct,submission_pct,feedback_score,mentor_sessions,department,final_success,split,success_probability
INT-1047,67.35,61.08,4.33,0.0,Marketing,0,test,0.4830358595476186
INT-1048,100.0,72.75,4.36,1.0,Web Development,1,train,0.8766689389238375
INT-1049,47.27,54.23,3.16,7.0,Design,0,train,0.2386437237890939
INT-1050,89.12,79.85,2.92,7.0,Web Development,0,train,0.8225822269093952
INT-1051,43.82,64.58,3.28,0.0,Design,0,train,0.16952852929754647
INT-1052,74.06,67.35,3.19,3.0,Marketing,1,train,0.5393802732332993
INT-1053,75.2,79.34,3.85,2.0,Web Development,1,train,0.7036259899631907
INT-1054,91.38,100.0,4.18,2.0,Marketing,1,train,0.9235918385157867
INT-1055,62.61,57.97,2.59,5.0,Web Development,1,train,0.3077183413502537
INT-1056,94.81,100.0,4.25,4.0,Data Analytics,1,train,0.9470144468318448
INT-1057,59.11,86.52,3.65,4.0,Data Analytics,0,train,0.6111017336933834
INT-1058,92.15,88.57,3.95,3.0,Web Development,1,train,0.8925296941334848
INT-1059,94.01,82.14,3.05,5.0,Design,1,test,0.8470624443135799
INT-1060,99.13,77.74,2.68,6.0,Marketing,1,train,0.8462280040529874
INT-1061,79.44,72.97,4.46,0.0,Marketing,1,train,0.7244936893936685
INT-1062,98.82,100.0,5.0,1.0,Design,1,train,0.9595699002801218
INT-1063,84.89,55.57,3.48,3.0,Web Development,0,test,0.6013826024846446
INT-1064,100.0,81.32,3.04,3.0,Data Analytics,0,train,0.853464904813021
INT-1065,80.31,64.23,2.54,8.0,Marketing,1,train,0.6206677099763537
INT-1066,67.74,76.85,3.73,8.0,Web Development,0,train,0.7223314845827966
INT-1067,65.01,43.31,3.8,5.0,Marketing,1,train,0.36139516792281784
INT-1068,88.77,78.23,2.78,0.0,Design,0,train,0.6696400628284116
INT-1069,80.14,93.81,4.04,0.0,Marketing,1,train,0.8161772954952837
INT-1070,81.61,39.75,3.5,4.0,Marketing,1,train,0.45710850532684294
INT-1071,97.97,65.78,3.91,5.0,Design,1,train,0.856431865054175
INT-1072,68.79,51.96,2.6,5.0,Design,0,train,0.32677622272530277
INT-1073,89.52,66.09,2.19,1.0,Data Analytics,1,train,0.529707447047193
INT-1074,57.53,66.34,3.04,7.0,Data Analytics,1,test,0.4175173953900107
INT-1075,64.49,40.37,3.73,4.0,Design,0,train,0.30415526051280967
INT-1076,84.99,64.08,3.46,5.0,Design,1,train,0.7089787496697535
INT-1077,88.31,56.53,4.34,0.0,Design,1,train,0.6807615640810802
INT-1078,100.0,100.0,4.47,7.0,Web Development,1,train,0.9715803372908626
INT-1079,82.45,57.08,2.51,4.0,Design,0,train,0.4856270653587597
INT-1080,100.0,87.83,4.84,2.0,Marketing,1,test,0.9438445839727538
INT-1081,71.5,91.41,3.79,2.0,Data Analytics,1,train,0.7450360829086125
INT-1082,85.56,81.63,3.67,3.0,Web Development,1,train,0.806663874470412
INT-1083,83.19,80.01,4.67,0.0,Marketing,1,train,0.81610131265996
INT-1084,82.26,67.8,2.69,8.0,Data Analytics,1,train,0.6862429966881626
INT-1085,84.15,88.13,3.07,7.0,Web Development,1,train,0.8405976530467857
INT-1086,82.23,65.19,3.31,7.0,Web Development,1,train,0.7144435252336175
INT-1087,59.25,38.17,2.31,3.0,Design,0,train,0.12110550793081545
INT-1088,70.49,23.27,3.18,5.0,Web Development,0,train,0.21097158681843567
INT-1089,90.24,76.27,3.6,4.0,Marketing,1,test,0.8212521553801969
INT-1090,80.37,78.14,2.57,4.0,Data Analytics,1,train,0.6442843075792898
INT-1091,61.32,94.33,3.15,5.0,Web Development,1,train,0.6588842130587741
INT-1092,99.71,73.0,3.52,4.0,Design,1,test,0.8596504309245919
INT-1093,93.83,74.0,4.45,6.0,Data Analytics,1,train,0.9047888918774876
INT-1094,87.66,58.3,3.77,0.0,Marketing,1,train,0.6203399528562504
INT-1095,52.73,69.23,3.39,1.0,Design,1,train,0.2970366651306679
INT-1096,86.94,66.92,4.24,8.0,Marketing,1,train,0.8552141809269614
INT-1097,100.0,100.0,4.06,7.0,Web Development,1,test,0.9650648834484975
INT-1098,87.79,91.36,3.15,7.0,Web Development,1,train,0.8790590178187909
INT-1099,72.49,93.69,4.09,3.0,Marketing,1,train,0.809927549005652
INT-1100,100.0,88.8,3.79,4.0,Data Analytics,1,test,0.9244364280571243
INT-1101,88.38,97.99,5.0,0.0,Web Development,1,test,0.9252073109741905
INT-1102,100.0,84.22,4.65,2.0,Web Development,1,train,0.9308712285211587
INT-1103,85.5,70.68,4.14,6.0,Web Development,1,test,0.8306115864018863
INT-1104,87.32,100.0,3.92,3.0,Web Development,1,test,0.9060028057400729
INT-1105,74.43,49.52,2.79,4.0,Design,0,train,0.3676341718659588
INT-1106,78.84,94.07,2.87,1.0,Data Analytics,1,train,0.7167534781409624
INT-1107,49.09,16.45,2.57,4.0,Marketing,1,train,0.04920314686867394
INT-1108,64.91,77.16,3.07,6.0,Marketing,1,train,0.5736332383046648
INT-1109,100.0,100.0,4.21,5.0,Data Analytics,1,train,0.960890329818974
INT-1110,76.45,85.86,4.15,5.0,Marketing,1,train,0.8311085131642547
INT-1111,82.14,100.0,4.79,8.0,Web Development,1,train,0.9509721521470583
INT-1112,82.43,75.47,2.78,2.0,Data Analytics,0,train,0.6254838148304944
INT-1113,55.84,44.57,2.35,2.0,Web Development,0,train,0.11925592807177185
INT-1114,70.71,75.81,4.3,5.0,Marketing,1,train,0.7431327690885147
INT-1115,60.86,62.31,3.99,4.0,Marketing,1,test,0.47147314432387366
INT-1116,72.32,64.74,3.17,8.0,Design,0,train,0.6143487468998778
INT-1117,93.8,100.0,3.89,0.0,Marketing,1,train,0.9054061076284703
INT-1118,82.25,79.86,3.15,1.0,Web Development,1,train,0.6789048267626763
INT-1119,75.22,67.74,3.6,3.0,Marketing,1,train,0.6078348721380125
INT-1120,80.73,45.91,3.24,4.0,Design,1,test,0.4654700984407295
INT-1121,77.46,70.17,5.0,8.0,Data Analytics,1,train,0.8630568987053866
INT-1122,71.21,82.31,3.53,4.0,Data Analytics,1,test,0.6918977085960638
INT-1123,82.88,46.0,3.49,3.0,Web Development,0,test,0.49927310575556055
INT-1124,76.81,73.22,2.1,1.0,Data Analytics,0,train,0.4313833599766856
INT-1125,69.9,79.51,2.97,3.0,Web Development,0,train,0.5656258293724042
INT-1126,72.67,66.44,4.13,4.0,Marketing,1,train,0.656665599340465
INT-1127,100.0,100.0,4.57,5.0,Data Analytics,1,test,0.967347543767087
INT-1128,91.28,66.16,1.0,5.0,Design,1,test,0.49374245829015323
INT-1129,66.42,65.1,3.75,3.0,Marketing,0,train,0.5042520265858983
INT-1130,48.21,24.76,3.69,1.0,Web Development,0,train,0.08092263633314527
INT-1131,66.38,71.93,1.56,1.0,Design,0,train,0.2523783582840825
INT-1132,64.45,57.06,4.33,1.0,Web Development,1,train,0.43978195619482074
INT-1133,67.84,65.92,1.12,5.0,Web Development,0,test,0.2571089757524564
INT-1134,97.4,93.11,4.75,7.0,Marketing,1,train,0.9651716880243284
INT-1135,87.09,54.62,3.31,7.0,Design,1,train,0.6863723057234986
INT-1136,100.0,84.09,2.4,2.0,Web Development,1,train,0.8062856474365276
INT-1137,75.57,92.35,3.74,0.0,Marketing,1,train,0.7450597459180273
INT-1138,76.38,75.42,4.22,5.0,Marketing,1,train,0.7809426288076087
INT-1139,83.4,56.45,3.61,0.0,Marketing,1,train,0.5366058116841338
INT-1140,72.2,76.34,3.81,5.0,Marketing,0,test,0.7099075667955631
INT-1141,100.0,97.46,3.97,3.0,Web Development,1,test,0.9424078228306235
INT-1142,44.65,83.24,1.0,7.0,Web Development,0,train,0.19511405769008736
INT-1143,40.28,43.97,2.88,5.0,Data Analytics,0,train,0.10198737693510126
INT-1144,60.83,57.98,4.35,6.0,Design,1,train,0.5297845035901267
INT-1145,92.67,92.11,4.2,3.0,Marketing,1,train,0.9161789389456364
INT-1146,86.1,57.27,2.35,7.0,Design,1,train,0.5813547879961481
INT-1147,100.0,80.89,2.58,4.0,Design,1,test,0.8328359534909954
INT-1148,67.48,93.77,2.62,5.0,Marketing,0,test,0.657066068998198
INT-1149,95.18,86.68,2.79,3.0,Data Analytics,1,train,0.8306713400867999
INT-1150,100.0,64.22,3.95,4.0,Web Development,1,train,0.8520115805506715
INT-1151,70.0,69.4,3.77,7.0,Design,1,train,0.6749604406754431
INT-1152,72.5,100.0,2.88,3.0,Data Analytics,0,test,0.7380446261523024
INT-1153,94.68,81.63,4.08,0.0,Marketing,1,train,0.8548323092748745
INT-1154,61.87,51.27,3.54,3.0,Data Analytics,0,test,0.3154668973586303
INT-1155,87.56,73.57,3.37,3.0,Marketing,1,train,0.7485906983246129
INT-1156,73.69,65.93,3.33,3.0,Design,0,test,0.5411737795146857
INT-1157,80.7,77.08,2.04,0.0,Marketing,1,test,0.47685715465560347
INT-1158,89.12,100.0,3.9,1.0,Marketing,1,train,0.8950983852152711
INT-1159,41.89,47.52,2.18,2.0,Design,0,test,0.06684086638287065
INT-1160,62.65,55.7,2.81,3.0,Marketing,0,train,0.27546670445994437
INT-1161,51.3,34.36,3.07,0.0,Web Development,0,train,0.08477325578527597
INT-1162,65.91,47.6,3.39,3.0,Design,0,train,0.31223003817380135
INT-1163,70.96,75.39,3.09,2.0,Marketing,1,train,0.5344042162862831
INT-1164,42.61,29.05,2.85,0.0,Data Analytics,0,test,0.044001047923124224
INT-1165,59.98,53.08,3.61,2.0,Web Development,1,test,0.2968868139580529
INT-1166,67.14,62.48,2.9,2.0,Data Analytics,0,train,0.359351084404923
INT-1167,100.0,95.39,4.85,1.0,Design,1,train,0.9519765505814175
INT-1168,100.0,86.49,4.17,6.0,Marketing,1,test,0.943656308847912
INT-1169,72.04,64.09,2.74,0.0,Data Analytics,0,train,0.36035497140737593
INT-1170,66.35,73.23,3.58,5.0,Design,1,train,0.5980592104277938
INT-1171,68.82,68.47,2.44,5.0,Web Development,0,train,0.43968585910406893
INT-1172,65.65,49.97,2.72,7.0,Marketing,0,train,0.3364772418516417
INT-1173,71.72,71.16,3.36,4.0,Data Analytics,0,test,0.5901795098991078
INT-1174,68.88,45.59,2.69,4.0,Data Analytics,0,train,0.2716404333196504
INT-1175,74.42,55.65,3.13,6.0,Data Analytics,1,train,0.5094526202470366
INT-1176,59.25,39.24,2.24,7.0,Web Development,0,train,0.16916177101147936
INT-1177,82.99,65.55,1.87,1.0,Web Development,1,train,0.4086644149915256
INT-1178,85.17,79.09,3.74,7.0,Marketing,1,test,0.852031441573201
INT-1179,65.39,48.46,3.75,4.0,Web Development,0,test,0.3775698589516289
INT-1180,88.38,67.68,4.2,0.0,Data Analytics,0,test,0.7441011456187745
INT-1181,71.84,67.74,2.37,5.0,Design,1,train,0.45928587885916455
INT-1182,87.75,86.78,5.0,8.0,Data Analytics,1,train,0.9471033985202058
INT-1183,76.75,39.36,2.73,1.0,Web Development,1,test,0.24891899745128568
INT-1184,79.96,100.0,3.1,0.0,Design,1,train,0.7693044486499006
INT-1185,63.0,71.42,2.7,8.0,Web Development,1,test,0.5038143356177285
INT-1186,60.14,55.36,1.5,5.0,Design,0,test,0.1706257435649916
INT-1187,56.01,72.53,4.31,1.0,Web Development,1,train,0.47046809440720616
INT-1188,80.72,72.7,4.54,7.0,Marketing,1,train,0.8509356343797806
INT-1189,99.45,71.62,4.13,3.0,Web Development,1,test,0.8779141856669854
INT-1190,56.93,99.45,2.7,2.0,Marketing,0,train,0.5254158568285436
INT-1191,86.65,100.0,5.0,2.0,Design,1,train,0.9369357893278794
INT-1192,81.78,99.63,3.66,5.0,Design,1,test,0.8865056390666961
INT-1193,73.77,75.96,3.08,1.0,Data Analytics,0,train,0.5461547357751104
INT-1194,84.84,69.96,4.78,3.0,Data Analytics,1,train,0.828449175574236
INT-1195,100.0,100.0,4.83,2.0,Design,1,train,0.9619848595859785
INT-1196,100.0,91.56,5.0,0.0,Web Development,1,test,0.9446337351290853
INT-1197,65.76,56.32,2.96,6.0,Web Development,0,train,0.39399820614175707
INT-1198,66.48,34.22,2.66,0.0,Marketing,0,train,0.13112427753502887
INT-1199,100.0,67.19,3.71,8.0,Web Development,0,train,0.8925643846642777
INT-1200,54.56,59.52,1.58,0.0,Web Development,0,train,0.10475461756340729
INT-1201,68.06,39.51,2.54,3.0,Design,0,train,0.19670054568971856
INT-1202,60.07,36.37,3.96,0.0,Marketing,0,test,0.1915176998610985
INT-1203,92.24,86.29,4.03,3.0,Marketing,0,train,0.8894355219243344
INT-1204,88.43,100.0,3.36,5.0,Design,1,train,0.9021616924589307
INT-1205,71.0,81.04,2.38,0.0,Data Analytics,0,train,0.44220568653252235
INT-1206,66.8,57.61,3.22,4.0,Data Analytics,1,train,0.4017280423393465
INT-1207,72.03,60.73,3.75,6.0,Design,0,train,0.6039449442802131
INT-1208,37.07,70.36,3.26,4.0,Design,0,train,0.2097987557362478
INT-1209,100.0,100.0,4.66,1.0,Data Analytics,1,train,0.954568077817976
INT-1210,81.03,71.95,2.99,6.0,Design,1,train,0.6958201933468141
INT-1211,89.91,86.67,4.45,1.0,Marketing,1,train,0.8821243893398929
INT-1212,78.22,68.38,1.0,0.0,Data Analytics,0,test,0.26021364764827415
INT-1213,74.65,76.78,3.58,3.0,Marketing,1,train,0.670205168323208
INT-1214,56.61,58.72,4.84,2.0,Web Development,1,test,0.4532729029416754
INT-1215,39.46,27.89,1.02,0.0,Web Development,0,train,0.01454461768406561
INT-1216,59.38,69.27,2.54,6.0,Design,0,test,0.37644015141476833
INT-1217,53.8,59.96,2.49,5.0,Data Analytics,1,train,0.23062205197231508
INT-1218,48.12,42.69,1.95,8.0,Data Analytics,0,test,0.1145640574571639
INT-1219,71.66,76.94,3.53,4.0,Marketing,0,train,0.6563553446585951
INT-1220,85.69,87.79,4.39,3.0,Web Development,1,train,0.8827318822861896
INT-1221,79.13,94.01,3.48,7.0,Data Analytics,1,train,0.8632489720163556
INT-1222,100.0,100.0,4.6,0.0,Design,1,train,0.9486442826251789
INT-1223,66.41,100.0,3.62,3.0,Data Analytics,1,train,0.7571774815550961
INT-1224,90.75,67.83,5.0,7.0,Marketing,1,train,0.9073570299969441
INT-1225,59.53,47.93,3.06,2.0,Data Analytics,1,train,0.20679266729171614
INT-1226,81.63,86.25,3.8,7.0,Design,0,train,0.8654080991058185
INT-1227,79.15,89.22,2.57,2.0,Web Development,1,test,0.6724605961589668
INT-1228,68.23,90.08,2.73,3.0,Marketing,0,test,0.6038382394903327
INT-1229,100.0,71.6,4.48,8.0,Design,1,train,0.9350905050062345
INT-1230,73.28,93.73,2.75,2.0,Marketing,0,train,0.6667332384572005
INT-1231,58.61,79.48,1.61,8.0,Data Analytics,0,train,0.3819843257256085
INT-1232,49.26,63.9,2.86,0.0,Web Development,0,test,0.17115811001250342
INT-1233,78.7,39.6,3.77,2.0,Marketing,1,train,0.4091998298850697
INT-1234,74.59,93.09,3.47,5.0,Data Analytics,1,train,0.8021307895529003
INT-1235,82.32,94.44,3.33,5.0,Marketing,1,test,0.8497172887494103
INT-1236,62.88,67.71,1.7,8.0,Marketing,0,train,0.3460385248275707
INT-1237,68.93,75.29,3.73,8.0,Design,1,train,0.7227790214251824
INT-1238,83.64,84.29,4.15,6.0,Data Analytics,1,train,0.8778321836128826
INT-1239,100.0,80.79,2.46,5.0,Marketing,1,train,0.8372174942472075
INT-1240,100.0,100.0,4.97,2.0,Marketing,1,test,0.9645587270963547
INT-1241,87.35,92.87,4.57,7.0,Web Development,0,train,0.9400650858746025
INT-1242,70.46,44.1,3.69,5.0,Design,1,train,0.41432564216430484
INT-1243,93.25,84.26,4.65,0.0,Data Analytics,1,train,0.8901592959223721
INT-1244,52.8,52.98,3.59,7.0,Web Development,1,train,0.326964737384072
INT-1245,100.0,91.83,4.29,3.0,Data Analytics,1,train,0.9410168649347523
INT-1246,90.55,72.71,4.04,4.0,Design,0,train,0.8384573148643787
INT-1247,82.69,68.42,1.92,4.0,Design,1,train,0.5082631155220272
INT-1248,47.99,50.09,1.45,7.0,Design,0,train,0.10372046161501625
INT-1249,73.93,60.47,2.8,2.0,Design,0,train,0.40545357091732015
INT-1250,63.67,67.57,2.53,3.0,Marketing,1,train,0.34051085218282556
INT-1251,95.46,83.73,4.16,0.0,Data Analytics,1,train,0.8724042147025923
INT-1252,95.3,90.2,4.39,3.0,Data Analytics,1,train,0.927411535542013
INT-1253,50.65,66.0,3.78,0.0,Data Analytics,0,test,0.27627333939671805
INT-1254,83.37,51.12,4.35,5.0,Marketing,1,train,0.6977227775928206
INT-1255,78.63,49.33,2.43,8.0,Data Analytics,1,train,0.4625036491580434
INT-1256,57.23,75.68,3.25,4.0,Data Analytics,0,test,0.4470674282167623
INT-1257,95.23,60.07,3.19,8.0,Data Analytics,0,train,0.7994075680781086
INT-1258,80.78,87.03,3.25,8.0,Marketing,1,train,0.8401914262418901
INT-1259,100.0,100.0,4.5,0.0,Design,1,test,0.9460517634902873
INT-1260,79.97,59.11,1.0,4.0,Marketing,0,train,0.2913749737841608
INT-1261,85.05,92.07,5.0,4.0,Data Analytics,1,train,0.9275215000572515
INT-1262,63.19,89.23,3.85,3.0,Web Development,0,test,0.6770746377438893
INT-1263,83.81,78.2,3.38,7.0,Design,1,test,0.8130448229398292
INT-1264,80.63,76.99,4.53,3.0,Data Analytics,1,train,0.81581736336028
INT-1265,71.89,61.81,3.13,0.0,Marketing,0,train,0.38800900014233797
INT-1266,69.44,63.47,3.44,4.0,Marketing,1,train,0.509602344661222
INT-1267,48.08,47.43,2.64,1.0,Data Analytics,0,test,0.09886657335294868
INT-1268,100.0,87.39,4.89,3.0,Marketing,1,train,0.9493310707201356
INT-1269,95.36,98.62,3.65,4.0,Web Development,1,train,0.9275719637354011
INT-1270,94.01,78.92,3.8,6.0,Web Development,1,train,0.889887517388904
INT-1271,100.0,78.79,5.0,2.0,Marketing,1,train,0.9306820259515616
INT-1272,100.0,80.03,4.53,3.0,Design,1,train,0.923628337652641
INT-1273,70.31,71.53,3.17,0.0,Data Analytics,0,train,0.4557589241920168
INT-1274,81.59,100.0,4.36,3.0,Marketing,1,train,0.9027360965184442
INT-1275,64.99,67.53,4.87,5.0,Design,1,train,0.6922505369691199
INT-1276,100.0,66.96,3.63,5.0,Data Analytics,1,test,0.8550786120336217
INT-1277,75.16,73.13,3.18,2.0,Design,0,train,0.5751804251016271
INT-1278,96.04,94.57,4.33,0.0,Design,1,train,0.9173463903252101
INT-1279,87.75,72.52,4.5,5.0,Web Development,1,train,0.863753374646188
INT-1280,64.84,55.09,2.87,5.0,Web Development,0,train,0.3408319085759207
INT-1281,100.0,100.0,3.8,0.0,Marketing,1,train,0.9241680974302944
INT-1282,41.0,1.72,1.24,4.0,Data Analytics,0,train,0.01065973316049963
INT-1283,54.81,50.94,1.56,0.0,Design,0,test,0.08043987355635411
INT-1284,99.8,78.24,3.44,4.0,Marketing,1,test,0.8758172592313446
INT-1285,82.69,67.22,3.39,5.0,Marketing,1,train,0.7014006431492942
INT-1286,82.45,99.7,4.76,6.0,Web Development,1,train,0.940392409660473
INT-1287,59.54,40.78,3.11,6.0,Web Development,0,train,0.23667811203621575
INT-1288,77.11,62.11,2.75,6.0,Marketing,0,train,0.546203312238499
INT-1289,100.0,100.0,3.89,2.0,Web Development,1,train,0.9394799632822498
INT-1290,85.04,90.98,4.77,7.0,Design,1,train,0.9361277416439191
INT-1291,95.17,68.53,4.27,3.0,Design,1,train,0.850855184184301
INT-1292,70.77,42.94,3.2,3.0,Design,0,train,0.30552845891277786
INT-1293,64.62,53.57,2.89,7.0,Design,0,train,0.37379072330777674
INT-1294,43.03,55.87,3.12,2.0,Web Development,0,test,0.14060573552365843
INT-1295,92.61,77.17,2.83,0.0,Web Development,0,train,0.7057979992143736
INT-1296,96.59,91.84,4.1,6.0,Web Development,0,test,0.94297011793835
INT-1297,61.54,43.13,4.2,5.0,Design,0,train,0.37077441000622624
INT-1298,66.16,52.18,3.21,5.0,Marketing,0,test,0.37272924837284926
INT-1299,67.53,76.97,2.28,1.0,Design,0,train,0.3806998288020904
INT-1300,58.05,53.92,3.2,5.0,Design,0,train,0.3007587307762229
INT-1301,76.15,66.65,3.1,1.0,Web Development,1,train,0.49731144665732224
INT-1302,58.52,54.0,1.38,4.0,Marketing,0,train,0.13437335657154512
INT-1303,95.34,71.72,4.2,4.0,Web Development,1,train,0.872032719686159
INT-1304,78.73,75.74,4.56,6.0,Web Development,0,train,0.8410031321493586
INT-1305,65.93,68.13,3.06,8.0,Data Analytics,1,train,0.5564243251922942
INT-1306,44.36,32.31,1.9,1.0,Web Development,0,train,0.036179420322283044
INT-1307,81.31,59.69,2.23,1.0,Design,1,test,0.3869840277248503
INT-1308,76.1,100.0,3.91,5.0,Data Analytics,1,train,0.8736816415515619
INT-1309,41.89,32.26,1.62,8.0,Data Analytics,0,train,0.05409535880535971
INT-1310,59.37,33.15,2.52,1.0,Marketing,0,test,0.09679382994197813
INT-1311,55.14,57.69,4.13,4.0,Marketing,0,train,0.38584700073506867
INT-1312,85.62,85.4,4.13,3.0,Web Development,1,train,0.857998433403057
INT-1313,64.34,61.81,3.46,2.0,Web Development,0,train,0.39171508668288907
INT-1314,78.32,81.91,4.22,5.0,Design,1,test,0.8295409247136096
INT-1315,85.99,80.65,4.22,2.0,Marketing,1,train,0.8324976622693014
INT-1316,98.35,100.0,4.03,4.0,Web Development,1,train,0.9494815681892624
INT-1317,60.53,77.34,3.49,7.0,Data Analytics,1,train,0.6022939624017319
INT-1318,91.06,70.43,3.4,3.0,Web Development,1,test,0.7618016387110152
INT-1319,64.74,34.97,2.96,0.0,Web Development,0,train,0.14301243417598725
INT-1320,100.0,100.0,4.23,7.0,Design,1,test,0.967925005977677
INT-1321,51.95,49.81,2.75,2.0,Data Analytics,0,train,0.14257475437263972
INT-1322,73.14,64.43,2.19,6.0,Design,0,train,0.4473377654455313
INT-1323,84.45,50.7,3.49,6.0,Data Analytics,1,train,0.6278327321857986
INT-1324,45.81,48.62,2.48,4.0,Marketing,0,train,0.11251189851388042
INT-1325,81.29,62.6,2.19,0.0,Design,1,test,0.3821942815668031
INT-1326,90.38,81.28,4.24,8.0,Data Analytics,1,train,0.9187166921676511
INT-1327,100.0,91.32,4.22,6.0,Marketing,1,train,0.9529674260758317
INT-1328,75.0,53.19,4.38,3.0,Design,1,train,0.5837198804158069
INT-1329,59.62,77.98,3.06,7.0,Design,1,train,0.5426365445882845
INT-1330,100.0,59.08,3.39,7.0,Data Analytics,1,train,0.8287966221873839
INT-1331,42.56,67.67,1.68,6.0,Data Analytics,0,train,0.14324930688927914
INT-1332,72.76,38.12,3.01,1.0,Marketing,0,train,0.23386250551188162
INT-1333,99.98,100.0,3.98,5.0,Web Development,1,test,0.9561019232745643
INT-1334,71.82,90.62,2.97,2.0,Design,1,train,0.6533994984295703
INT-1335,88.7,86.67,3.48,0.0,Marketing,1,test,0.7948759815384869
INT-1336,100.0,89.78,2.94,3.0,Web Development,1,train,0.88059821203773
INT-1337,90.1,81.62,4.28,0.0,Web Development,0,train,0.8407238124366958
INT-1338,89.52,75.93,3.19,0.0,Marketing,1,train,0.7060484148520836
INT-1339,100.0,100.0,4.73,6.0,Data Analytics,1,train,0.9725994552865203
INT-1340,75.76,65.08,2.29,4.0,Web Development,0,train,0.44753229384012294
INT-1341,65.15,30.69,2.59,3.0,Marketing,0,test,0.13982893751383743
INT-1342,94.95,94.55,3.42,1.0,Data Analytics,1,train,0.8786786811069129
INT-1343,89.95,77.89,3.61,6.0,Web Development,1,train,0.8540734384721566
INT-1344,77.94,56.79,3.47,5.0,Web Development,1,train,0.5792038563882127
INT-1345,56.9,47.64,3.89,5.0,Data Analytics,1,test,0.32031959054702064
INT-1346,99.89,100.0,5.0,1.0,Data Analytics,1,train,0.9614570938054509
INT-1347,76.9,64.72,4.24,1.0,Web Development,1,test,0.6343786788332385
INT-1348,61.54,28.71,4.05,1.0,Marketing,0,train,0.18418621305391608
INT-1349,98.69,92.35,4.26,0.0,Data Analytics,1,train,0.9181974358997472
INT-1350,86.23,77.52,3.32,8.0,Design,1,train,0.8355832754492697
INT-1351,72.91,65.16,3.98,3.0,Web Development,0,train,0.6083727050874698
INT-1352,100.0,64.93,4.43,5.0,Marketing,1,train,0.8930007458347193
INT-1353,73.6,52.57,3.21,8.0,Web Development,1,test,0.5328485525302799
INT-1354,85.37,57.14,2.56,8.0,Marketing,0,test,0.6216886942244222
INT-1355,96.56,88.23,3.77,2.0,Web Development,1,train,0.8927568295911421
INT-1356,100.0,68.95,3.44,4.0,Marketing,1,train,0.8384028031586317
INT-1357,72.12,77.8,3.76,4.0,Marketing,0,train,0.6936709232204136
INT-1358,72.16,58.81,3.13,0.0,Web Development,0,train,0.366960767023069
INT-1359,68.86,59.16,3.99,6.0,Design,0,train,0.5855979041904944
INT-1360,65.55,95.3,4.19,5.0,Data Analytics,1,train,0.8067055764284315
INT-1361,58.02,70.89,4.05,3.0,Web Development,0,train,0.494852948709703
INT-1362,97.16,91.41,4.7,5.0,Web Development,1,train,0.9539835130726692
INT-1363,45.9,39.09,1.81,6.0,Marketing,0,train,0.07318611799706942
INT-1364,100.0,77.44,4.17,0.0,Marketing,0,train,0.8726481697085535
INT-1365,61.82,35.32,2.78,5.0,Marketing,0,test,0.17946357014899822
INT-1366,70.7,91.59,2.43,7.0,Marketing,1,train,0.69470427176581
INT-1367,67.32,60.24,2.64,6.0,Marketing,1,train,0.4035102024276532
INT-1368,100.0,90.75,4.99,5.0,Marketing,1,test,0.964154186331085
INT-1369,96.08,90.01,4.35,0.0,Design,1,train,0.9058360975393208
INT-1370,97.16,97.66,5.0,6.0,Data Analytics,1,train,0.9706308964768231
INT-1371,38.36,26.0,2.77,6.0,Marketing,0,train,0.055405157778934844
INT-1372,82.83,77.01,5.0,4.0,Data Analytics,1,train,0.8736026459358859
INT-1373,72.93,62.57,3.73,5.0,Data Analytics,1,train,0.603111754803477
INT-1374,36.58,71.12,2.61,5.0,Marketing,0,train,0.17316475770007586
INT-1375,78.83,83.87,2.49,1.0,Data Analytics,1,train,0.5946222030937651
INT-1376,60.68,46.99,4.36,2.0,Data Analytics,0,train,0.34364869807951465
INT-1377,72.56,59.7,3.33,7.0,Design,0,test,0.572183969198413
INT-1378,75.11,72.98,3.04,8.0,Design,1,test,0.6917637003277242
INT-1379,73.76,70.05,4.44,2.0,Data Analytics,1,test,0.6874120578200252
INT-1380,100.0,77.04,4.95,3.0,Web Development,1,train,0.9314532783711268
INT-1381,98.22,100.0,4.81,8.0,Data Analytics,1,test,0.9764177824593356
INT-1382,46.8,30.5,1.71,1.0,Web Development,0,train,0.034578680441354225
INT-1383,81.08,73.57,3.21,2.0,Data Analytics,1,train,0.6476999088960701
INT-1384,87.1,59.68,3.28,0.0,Design,0,train,0.5639489006220872
INT-1385,53.45,54.08,3.07,2.0,Web Development,0,train,0.19583079074714266
INT-1386,82.35,68.18,4.53,5.0,Marketing,1,train,0.8120647206183317
INT-1387,100.0,88.01,4.28,3.0,Data Analytics,1,train,0.9330457330002664
INT-1388,64.2,63.17,4.24,8.0,Marketing,1,train,0.6435355438271796
INT-1389,78.74,54.58,4.2,8.0,Marketing,0,test,0.7218678372148283
INT-1390,61.85,79.71,2.78,8.0,Web Development,1,test,0.5709241359766886
INT-1391,60.42,63.8,3.64,6.0,Design,0,test,0.4823268281021073
INT-1392,100.0,100.0,5.0,6.0,Web Development,1,train,0.9761019428295317
INT-1393,69.46,48.26,4.53,4.0,Design,0,test,0.5220111970984723
INT-1394,77.84,66.47,4.46,8.0,Marketing,0,train,0.8102888158918722
INT-1395,45.18,25.79,2.48,0.0,Design,0,train,0.036885496137820724
